Plain Rice,chicken, ,Curry,prawn,,,,
chicken, ,coke,Curry,,,,,
coke,Special Fried Rice,Curry,Lamb,,,,,
Plain Rice,chicken, ,Special Fried Rice,,,,,
chicken, ,coke,Curry,N.veg Biryani,,,,
chicken, ,N.veg Biryani,Lamb,,,,,
Special Fried Rice,Curry,,,,,,,
Plain Rice,chicken,egg curry,coke,Lamb,,,,
egg curry,coke,Special Fried Rice,Curry,Lamb,,,,
chicken, ,coke,Curry,Lamb,,,,
Special Fried Rice,Curry,N.veg Biryani,prawn,,,,,
chicken,Curry,N.veg Biryani,prawn,,,,,
 ,coke,Curry,N.veg Biryani,prawn,Lamb,,,
N.veg Biryani,prawn,,,,,,,
 ,Curry,N.veg Biryani,prawn,Lamb,,,,
Plain Rice,egg curry, ,,,,,,
Plain Rice,egg curry, ,Special Fried Rice,Curry,N.veg Biryani,prawn,,
 ,coke,prawn,,,,,,
chicken,coke,Special Fried Rice,Curry,prawn,Lamb,,,
Plain Rice, ,Curry,,,,,,
Plain Rice,egg curry, ,prawn,,,,,
 ,coke,,,,,,,
chicken,egg curry,coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,,
chicken,egg curry,Special Fried Rice,Lamb,,,,,
N.veg Biryani,prawn,,,,,,,
Plain Rice, ,Special Fried Rice,Curry,Lamb,,,,
Plain Rice,egg curry,Lamb,,,,,,
Plain Rice,egg curry,Curry,prawn,Lamb,,,,
 ,coke,Special Fried Rice,N.veg Biryani,prawn,,,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,Curry,,,
Plain Rice,Special Fried Rice,Lamb,,,,,,
chicken,egg curry, ,coke,Special Fried Rice,N.veg Biryani,Lamb,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,Curry,prawn,,
Plain Rice,egg curry, ,Curry,N.veg Biryani,,,,
Plain Rice,chicken, ,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,
Plain Rice, ,Special Fried Rice,,,,,,
chicken,egg curry,,,,,,,
Plain Rice,egg curry,coke,Special Fried Rice,,,,,
 ,N.veg Biryani,,,,,,,
chicken,coke,prawn,,,,,,
Plain Rice, ,coke,,,,,,
coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,,,,
chicken,egg curry, ,Special Fried Rice,N.veg Biryani,Lamb,,,
Plain Rice,chicken,egg curry, ,coke,Special Fried Rice,N.veg Biryani,Lamb,
Plain Rice,chicken,Curry,N.veg Biryani,prawn,Lamb,,,
Plain Rice, ,coke,Special Fried Rice,Curry,Lamb,,,
Plain Rice,Special Fried Rice,N.veg Biryani,prawn,,,,,
Curry,N.veg Biryani,,,,,,,
Plain Rice,chicken,egg curry, ,coke,N.veg Biryani,Lamb,,
chicken,N.veg Biryani,Lamb,,,,,,
chicken,egg curry, ,Special Fried Rice,,,,,
Plain Rice,chicken,egg curry,coke,Special Fried Rice,N.veg Biryani,Lamb,,
egg curry, ,coke,Special Fried Rice,N.veg Biryani,prawn,,,
chicken,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,,
Plain Rice,egg curry, ,coke,prawn,,,,
Plain Rice,egg curry, ,coke,Special Fried Rice,,,,
Plain Rice,egg curry,Special Fried Rice,Curry,prawn,,,,
coke,Special Fried Rice,Curry,N.veg Biryani,Lamb,,,,
Plain Rice,chicken,egg curry,coke,prawn,Lamb,,,
chicken,egg curry,coke,N.veg Biryani,prawn,,,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,prawn,,,
chicken,coke,Curry,prawn,,,,,
Plain Rice, ,,,,,,,
Plain Rice,chicken, ,,,,,,
Plain Rice,coke,Curry,prawn,,,,,
Plain Rice,egg curry,N.veg Biryani,prawn,,,,,
coke,Curry,,,,,,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,Curry,N.veg Biryani,,
chicken, ,Curry,N.veg Biryani,Lamb,,,,
Plain Rice,egg curry, ,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,
Plain Rice, ,Special Fried Rice,Curry,Lamb,,,,
Plain Rice,prawn,,,,,,,
 ,N.veg Biryani,Lamb,,,,,,
chicken,egg curry, ,,,,,,
chicken,egg curry,coke,Special Fried Rice,Curry,,,,
 ,coke,prawn,,,,,,
chicken,Special Fried Rice,Curry,prawn,Lamb,,,,
coke,Curry,,,,,,,
Plain Rice,chicken,Special Fried Rice,Curry,N.veg Biryani,,,,
Plain Rice,egg curry,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,,
egg curry, ,coke,prawn,,,,,
 ,coke,Curry,prawn,,,,,
Plain Rice,Special Fried Rice,Curry,prawn,Lamb,,,,
Plain Rice,chicken,egg curry,coke,Special Fried Rice,Lamb,,,
chicken,egg curry, ,coke,N.veg Biryani,,,,
Plain Rice,egg curry,coke,Special Fried Rice,Curry,N.veg Biryani,,,
Plain Rice,chicken,coke,Curry,,,,,
Plain Rice,egg curry, ,coke,Special Fried Rice,Curry,N.veg Biryani,,
Plain Rice,egg curry, ,Curry,N.veg Biryani,prawn,,,
 ,coke,Curry,N.veg Biryani,,,,,
egg curry, ,Lamb,,,,,,
chicken,Special Fried Rice,Curry,N.veg Biryani,prawn,,,,
chicken,egg curry,coke,,,,,,
chicken,coke,prawn,Lamb,,,,,
chicken, ,Curry,prawn,,,,,
 ,coke,Curry,Lamb,,,,,
chicken,N.veg Biryani,prawn,,,,,,
chicken,Special Fried Rice,Curry,N.veg Biryani,,,,,
Curry,N.veg Biryani,,,,,,,
Plain Rice, ,coke,Curry,prawn,Lamb,,,
chicken, ,Special Fried Rice,N.veg Biryani,prawn,Lamb,,,
Plain Rice,Lamb,,,,,,,
chicken,egg curry,coke,Special Fried Rice,prawn,,,,
Plain Rice,Special Fried Rice,,,,,,,
chicken,egg curry,coke,Curry,N.veg Biryani,prawn,Lamb,,
chicken,egg curry,coke,Special Fried Rice,prawn,,,,
chicken, ,coke,Special Fried Rice,prawn,,,,
Plain Rice,Curry,N.veg Biryani,prawn,,,,,
Plain Rice, ,Curry,N.veg Biryani,prawn,,,,
Plain Rice,chicken,egg curry, ,N.veg Biryani,prawn,Lamb,,
egg curry, ,coke,Special Fried Rice,N.veg Biryani,prawn,,,
chicken,coke,N.veg Biryani,prawn,Lamb,,,,
Plain Rice,chicken,coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,,
Plain Rice,coke,,,,,,,
Plain Rice,chicken, ,coke,N.veg Biryani,prawn,Lamb,,
Plain Rice,Curry,Lamb,,,,,,
egg curry, ,Curry,Lamb,,,,,
coke,Curry,N.veg Biryani,,,,,,
Plain Rice,chicken,egg curry,coke,Special Fried Rice,Curry,,,
egg curry, ,coke,Curry,Lamb,,,,
Plain Rice,egg curry,coke,Lamb,,,,,
Plain Rice,chicken,coke,Curry,N.veg Biryani,Lamb,,,
 ,coke,Special Fried Rice,Curry,Lamb,,,,
Plain Rice,chicken,Lamb,,,,,,
coke,Special Fried Rice,N.veg Biryani,Lamb,,,,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,Curry,prawn,Lamb,
Plain Rice,chicken,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,
Special Fried Rice,prawn,,,,,,,
chicken,Special Fried Rice,Curry,N.veg Biryani,Lamb,,,,
Plain Rice,egg curry, ,Lamb,,,,,
Plain Rice,coke,Curry,,,,,,
 ,Special Fried Rice,,,,,,,
Special Fried Rice,Curry,,,,,,,
Plain Rice,coke,Special Fried Rice,Curry,Lamb,,,,
chicken, ,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,,
chicken,egg curry,Curry,prawn,Lamb,,,,
Plain Rice,chicken,,,,,,,
chicken, ,coke,N.veg Biryani,Lamb,,,,
chicken,egg curry,,,,,,,
chicken,coke,Special Fried Rice,Curry,N.veg Biryani,Lamb,,,
Plain Rice,egg curry,coke,Special Fried Rice,N.veg Biryani,Lamb,,,
chicken,coke,,,,,,,
Plain Rice,chicken,egg curry, ,coke,Curry,prawn,,
 ,N.veg Biryani,prawn,,,,,,
chicken,egg curry,Special Fried Rice,Curry,N.veg Biryani,prawn,,,
Special Fried Rice,N.veg Biryani,,,,,,,
 ,coke,Special Fried Rice,N.veg Biryani,Lamb,,,,
egg curry,coke,N.veg Biryani,prawn,,,,,
Plain Rice,egg curry,N.veg Biryani,prawn,Lamb,,,,
chicken,coke,,,,,,,
chicken, ,Special Fried Rice,Curry,N.veg Biryani,,,,
Plain Rice,chicken,Special Fried Rice,Curry,prawn,Lamb,,,
 ,Curry,,,,,,,
Plain Rice, ,Curry,N.veg Biryani,prawn,,,,
Plain Rice,chicken,coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,,
Plain Rice,egg curry, ,Curry,N.veg Biryani,,,,
Plain Rice,chicken,egg curry,Curry,,,,,
chicken,egg curry, ,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,
Plain Rice,chicken,coke,Special Fried Rice,Curry,prawn,,,
Plain Rice,chicken, ,coke,Curry,N.veg Biryani,prawn,,
 ,Curry,,,,,,,
egg curry,Curry,prawn,,,,,,
Plain Rice,chicken, ,N.veg Biryani,,,,,
 ,coke,Curry,prawn,Lamb,,,,
Plain Rice, ,coke,Special Fried Rice,Curry,N.veg Biryani,Lamb,,
egg curry, ,,,,,,,
Plain Rice,chicken,egg curry,Curry,N.veg Biryani,prawn,Lamb,,
chicken,coke,Lamb,,,,,,
chicken,coke,Special Fried Rice,Curry,Lamb,,,,
Plain Rice,chicken, ,coke,Curry,N.veg Biryani,prawn,,
Plain Rice,coke,Curry,prawn,,,,,
Plain Rice,egg curry,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,,
Plain Rice,egg curry,N.veg Biryani,Lamb,,,,,
coke,Special Fried Rice,,,,,,,
chicken, ,Special Fried Rice,Curry,,,,,
 ,Special Fried Rice,prawn,Lamb,,,,,
 ,coke,Special Fried Rice,Curry,,,,,
chicken,egg curry, ,coke,Curry,prawn,,,
chicken,egg curry,Special Fried Rice,Curry,N.veg Biryani,prawn,,,
Plain Rice,egg curry,Curry,Lamb,,,,,
chicken, ,coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,,
 ,Special Fried Rice,prawn,Lamb,,,,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,prawn,,,
Plain Rice, ,Special Fried Rice,prawn,,,,,
chicken,egg curry,,,,,,,
Plain Rice,chicken,Curry,prawn,Lamb,,,,
Special Fried Rice,prawn,,,,,,,
chicken, ,,,,,,,
Plain Rice,egg curry,Special Fried Rice,prawn,,,,,
chicken,egg curry,Special Fried Rice,Curry,,,,,
 ,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,,,
coke,Special Fried Rice,Curry,N.veg Biryani,prawn,,,,
 ,Special Fried Rice,N.veg Biryani,prawn,,,,,
Plain Rice, ,Curry,,,,,,
chicken,egg curry, ,Special Fried Rice,prawn,Lamb,,,
 ,coke,N.veg Biryani,prawn,Lamb,,,,
N.veg Biryani,prawn,Lamb,,,,,,
Plain Rice,egg curry,Special Fried Rice,,,,,,
Plain Rice,egg curry, ,coke,Special Fried Rice,Curry,,,
chicken,egg curry, ,coke,Special Fried Rice,N.veg Biryani,Lamb,,
Plain Rice,chicken, ,Special Fried Rice,prawn,,,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,Lamb,,,
chicken,Lamb,,,,,,,
egg curry,N.veg Biryani,prawn,Lamb,,,,,
Plain Rice,egg curry,Lamb,,,,,,
prawn,Lamb,,,,,,,
Plain Rice,egg curry, ,N.veg Biryani,prawn,Lamb,,,
chicken,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,,
Plain Rice,egg curry, ,Special Fried Rice,prawn,Lamb,,,
Special Fried Rice,N.veg Biryani,prawn,,,,,,
Plain Rice,chicken,egg curry,,,,,,
Plain Rice,coke,Special Fried Rice,N.veg Biryani,,,,,
chicken,egg curry,prawn,,,,,,
 ,Special Fried Rice,N.veg Biryani,prawn,Lamb,,,,
coke,Curry,,,,,,,
chicken,Special Fried Rice,prawn,Lamb,,,,,
egg curry,Curry,Lamb,,,,,,
Plain Rice,chicken,coke,Special Fried Rice,Curry,,,,
Plain Rice,egg curry,prawn,,,,,,
 ,coke,Special Fried Rice,N.veg Biryani,,,,,
egg curry,coke,N.veg Biryani,prawn,,,,,
Plain Rice,chicken,egg curry,coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,
Plain Rice,chicken,coke,Special Fried Rice,Curry,,,,
Plain Rice,chicken,egg curry, ,Curry,prawn,,,
egg curry,coke,Special Fried Rice,Curry,,,,,
Plain Rice,chicken,egg curry,Curry,N.veg Biryani,,,,
egg curry, ,Special Fried Rice,prawn,,,,,
chicken,Lamb,,,,,,,
chicken,egg curry, ,Curry,,,,,
chicken,Special Fried Rice,prawn,Lamb,,,,,
Plain Rice,Special Fried Rice,prawn,Lamb,,,,,
coke,Curry,N.veg Biryani,,,,,,
Plain Rice,egg curry,coke,Curry,N.veg Biryani,,,,
chicken,coke,Curry,Lamb,,,,,
egg curry, ,coke,Special Fried Rice,Curry,prawn,,,
Plain Rice,chicken, ,coke,Special Fried Rice,N.veg Biryani,prawn,,
egg curry, ,Special Fried Rice,,,,,,
chicken, ,coke,N.veg Biryani,,,,,
Plain Rice,chicken,prawn,Lamb,,,,,
Plain Rice,egg curry, ,coke,Curry,N.veg Biryani,prawn,,
egg curry, ,coke,prawn,Lamb,,,,
Plain Rice,chicken,N.veg Biryani,Lamb,,,,,
Plain Rice, ,coke,N.veg Biryani,Lamb,,,,
Plain Rice,chicken,egg curry, ,N.veg Biryani,prawn,Lamb,,
egg curry,coke,Lamb,,,,,,
Plain Rice,coke,Curry,N.veg Biryani,prawn,Lamb,,,
chicken,coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,,,
Plain Rice,chicken,coke,Special Fried Rice,N.veg Biryani,prawn,,,
Special Fried Rice,Lamb,,,,,,,
chicken,egg curry,Curry,N.veg Biryani,,,,,
Plain Rice,coke,Curry,N.veg Biryani,prawn,,,,
egg curry,N.veg Biryani,,,,,,,
coke,Special Fried Rice,,,,,,,
chicken,egg curry,coke,N.veg Biryani,prawn,Lamb,,,
Plain Rice,chicken,egg curry,Curry,prawn,Lamb,,,
Special Fried Rice,prawn,,,,,,,
egg curry, ,Special Fried Rice,Curry,Lamb,,,,
Plain Rice,Special Fried Rice,prawn,Lamb,,,,,
Plain Rice,chicken,egg curry, ,coke,prawn,Lamb,,
 ,Special Fried Rice,Lamb,,,,,,
egg curry,N.veg Biryani,,,,,,,
egg curry,coke,Special Fried Rice,Curry,N.veg Biryani,Lamb,,,
Plain Rice,chicken,coke,Special Fried Rice,prawn,Lamb,,,
Plain Rice, ,coke,Curry,N.veg Biryani,Lamb,,,
egg curry, ,coke,Curry,prawn,Lamb,,,
chicken, ,Special Fried Rice,prawn,Lamb,,,,
chicken, ,prawn,Lamb,,,,,
chicken,Curry,Lamb,,,,,,
coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,,,,
Plain Rice,egg curry,prawn,,,,,,
Plain Rice,coke,Curry,N.veg Biryani,,,,,
Plain Rice,chicken,egg curry, ,N.veg Biryani,,,,
chicken,egg curry,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,
coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,,,,
Plain Rice,coke,Lamb,,,,,,
Plain Rice,egg curry,Curry,,,,,,
Plain Rice,chicken, ,coke,N.veg Biryani,,,,
Plain Rice,chicken,egg curry, ,coke,prawn,,,
 ,Curry,N.veg Biryani,,,,,,
Plain Rice,coke,N.veg Biryani,prawn,Lamb,,,,
Plain Rice,chicken, ,coke,Special Fried Rice,Curry,N.veg Biryani,,
chicken,egg curry, ,Curry,N.veg Biryani,Lamb,,,
Plain Rice,chicken,coke,Special Fried Rice,Lamb,,,,
chicken, ,Curry,N.veg Biryani,,,,,
chicken,egg curry, ,coke,N.veg Biryani,prawn,,,
chicken,prawn,,,,,,,
Plain Rice,chicken, ,Special Fried Rice,Curry,N.veg Biryani,,,
egg curry, ,coke,Special Fried Rice,prawn,Lamb,,,
Plain Rice,egg curry, ,coke,Curry,N.veg Biryani,prawn,,
chicken,egg curry, ,Curry,prawn,,,,
egg curry,coke,Special Fried Rice,Curry,N.veg Biryani,Lamb,,,
Plain Rice,chicken,Curry,N.veg Biryani,Lamb,,,,
chicken,egg curry,N.veg Biryani,,,,,,
Plain Rice,egg curry,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,Curry,Lamb,,
chicken,prawn,Lamb,,,,,,
Plain Rice,chicken,coke,Curry,N.veg Biryani,prawn,Lamb,,
egg curry,coke,N.veg Biryani,prawn,,,,,
Plain Rice,chicken,egg curry,Special Fried Rice,Curry,prawn,Lamb,,
 ,Special Fried Rice,Curry,N.veg Biryani,prawn,,,,
chicken,Special Fried Rice,N.veg Biryani,prawn,Lamb,,,,
chicken,egg curry, ,coke,Curry,N.veg Biryani,prawn,,
chicken,egg curry,Special Fried Rice,Curry,N.veg Biryani,,,,
Plain Rice, ,Special Fried Rice,Curry,,,,,
Plain Rice,chicken,coke,Curry,N.veg Biryani,,,,
N.veg Biryani,prawn,Lamb,,,,,,
Plain Rice, ,coke,Special Fried Rice,Curry,,,,
coke,N.veg Biryani,,,,,,,
egg curry,coke,Special Fried Rice,N.veg Biryani,prawn,,,,
egg curry,Curry,,,,,,,
Plain Rice,chicken, ,Curry,,,,,
Plain Rice,chicken,egg curry, ,coke,prawn,,,
Plain Rice,chicken,egg curry, ,Curry,prawn,,,
Plain Rice,coke,Curry,N.veg Biryani,Lamb,,,,
Plain Rice,egg curry, ,Special Fried Rice,prawn,,,,
Plain Rice,chicken,egg curry, ,coke,N.veg Biryani,prawn,,
Plain Rice, ,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,,
Plain Rice,chicken,Special Fried Rice,Lamb,,,,,
 ,coke,,,,,,,
Special Fried Rice,Curry,,,,,,,
coke,Curry,N.veg Biryani,,,,,,
 ,Special Fried Rice,,,,,,,
Plain Rice,chicken,egg curry,Curry,N.veg Biryani,Lamb,,,
Plain Rice,coke,Special Fried Rice,Curry,N.veg Biryani,,,,
Special Fried Rice,prawn,,,,,,,
Plain Rice,chicken,Curry,N.veg Biryani,prawn,Lamb,,,
Plain Rice,chicken,egg curry, ,coke,Curry,,,
Plain Rice,chicken,egg curry,coke,prawn,,,,
Plain Rice,egg curry, ,Special Fried Rice,N.veg Biryani,Lamb,,,
chicken,egg curry, ,coke,Special Fried Rice,prawn,,,
Plain Rice, ,coke,Special Fried Rice,Curry,Lamb,,,
chicken,Special Fried Rice,N.veg Biryani,,,,,,
Plain Rice,egg curry,coke,prawn,,,,,
Plain Rice,chicken,egg curry,coke,Lamb,,,,
egg curry,coke,prawn,Lamb,,,,,
chicken,egg curry, ,Curry,,,,,
chicken,N.veg Biryani,,,,,,,
egg curry,Special Fried Rice,Lamb,,,,,,
chicken,coke,Special Fried Rice,Curry,prawn,,,,
Plain Rice, ,coke,Curry,N.veg Biryani,,,,
Plain Rice,chicken,egg curry, ,prawn,,,,
egg curry,coke,N.veg Biryani,,,,,,
Plain Rice,chicken, ,Special Fried Rice,Lamb,,,,
egg curry, ,Curry,Lamb,,,,,
chicken,egg curry, ,coke,Curry,N.veg Biryani,,,
chicken, ,Special Fried Rice,Curry,N.veg Biryani,prawn,,,
egg curry, ,Special Fried Rice,N.veg Biryani,,,,,
chicken,prawn,Lamb,,,,,,
Plain Rice,chicken,egg curry,coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,
Plain Rice,chicken, ,N.veg Biryani,,,,,
Plain Rice,egg curry,coke,Special Fried Rice,N.veg Biryani,prawn,,,
 ,Curry,Lamb,,,,,,
Plain Rice,chicken,egg curry,coke,Special Fried Rice,,,,
chicken,egg curry, ,coke,Special Fried Rice,,,,
Plain Rice,egg curry, ,coke,Special Fried Rice,prawn,Lamb,,
egg curry, ,coke,Special Fried Rice,Lamb,,,,
Plain Rice,chicken, ,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,
chicken,egg curry, ,coke,Special Fried Rice,Curry,N.veg Biryani,,
chicken, ,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,N.veg Biryani,Lamb,,
coke,Curry,,,,,,,
chicken,egg curry,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,,
egg curry,coke,Special Fried Rice,prawn,Lamb,,,,
chicken,coke,N.veg Biryani,prawn,Lamb,,,,
Plain Rice,egg curry, ,coke,Curry,,,,
chicken, ,Special Fried Rice,N.veg Biryani,,,,,
coke,Special Fried Rice,,,,,,,
chicken,egg curry, ,coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,
chicken, ,Curry,,,,,,
Plain Rice,Special Fried Rice,Curry,N.veg Biryani,,,,,
egg curry,Lamb,,,,,,,
 ,coke,Curry,Lamb,,,,,
Plain Rice,egg curry,coke,prawn,Lamb,,,,
Plain Rice,egg curry,prawn,,,,,,
egg curry,coke,Lamb,,,,,,
Plain Rice,chicken,egg curry,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb
Plain Rice,chicken,coke,Special Fried Rice,Curry,Lamb,,,
Plain Rice,N.veg Biryani,prawn,Lamb,,,,,
Plain Rice,chicken, ,Special Fried Rice,N.veg Biryani,prawn,Lamb,,
 ,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,,,
chicken,egg curry, ,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb
Plain Rice,chicken,egg curry, ,Special Fried Rice,Lamb,,,
Plain Rice,chicken, ,Special Fried Rice,Curry,Lamb,,,
Plain Rice,chicken,egg curry,coke,N.veg Biryani,Lamb,,,
egg curry, ,Special Fried Rice,prawn,Lamb,,,,
Special Fried Rice,Curry,N.veg Biryani,,,,,,
coke,Curry,,,,,,,
Plain Rice,coke,Special Fried Rice,Lamb,,,,,
Plain Rice,egg curry, ,coke,Curry,prawn,,,
chicken,egg curry, ,Special Fried Rice,Curry,Lamb,,,
 ,coke,N.veg Biryani,,,,,,
 ,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,,,
chicken,Special Fried Rice,N.veg Biryani,prawn,,,,,
chicken,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,,
Special Fried Rice,Curry,Lamb,,,,,,
 ,Curry,N.veg Biryani,,,,,,
Plain Rice,Curry,N.veg Biryani,prawn,,,,,
Plain Rice,egg curry,Curry,prawn,,,,,
chicken,egg curry,,,,,,,
chicken,egg curry,coke,Special Fried Rice,Curry,prawn,Lamb,,
chicken,egg curry,Special Fried Rice,prawn,,,,,
egg curry,coke,Curry,Lamb,,,,,
egg curry,coke,Special Fried Rice,Curry,,,,,
Plain Rice, ,coke,Special Fried Rice,Curry,prawn,,,
coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,,,,
coke,N.veg Biryani,prawn,Lamb,,,,,
Plain Rice,egg curry,coke,Special Fried Rice,prawn,,,,
Plain Rice,egg curry, ,Curry,N.veg Biryani,prawn,,,
chicken,egg curry, ,Special Fried Rice,Curry,,,,
Plain Rice,chicken,egg curry,coke,Special Fried Rice,prawn,Lamb,,
 ,Lamb,,,,,,,
chicken,egg curry,coke,N.veg Biryani,prawn,,,,
Plain Rice,egg curry,coke,Special Fried Rice,prawn,Lamb,,,
chicken,egg curry, ,Curry,N.veg Biryani,Lamb,,,
Curry,prawn,,,,,,,
Plain Rice, ,coke,Curry,N.veg Biryani,prawn,,,
Plain Rice,chicken,Special Fried Rice,Curry,,,,,
chicken,coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,,,
Plain Rice,chicken,egg curry,Curry,prawn,,,,
chicken,Special Fried Rice,N.veg Biryani,,,,,,
Plain Rice,egg curry, ,coke,Lamb,,,,
Plain Rice,chicken,Special Fried Rice,N.veg Biryani,,,,,
egg curry, ,coke,Curry,,,,,
Plain Rice,egg curry,coke,Curry,N.veg Biryani,Lamb,,,
Plain Rice,chicken,egg curry, ,coke,prawn,,,
egg curry, ,coke,Special Fried Rice,Curry,N.veg Biryani,,,
Curry,N.veg Biryani,,,,,,,
Plain Rice,chicken, ,prawn,Lamb,,,,
coke,Lamb,,,,,,,
Plain Rice,chicken,egg curry,Special Fried Rice,Curry,N.veg Biryani,prawn,,
chicken,Curry,,,,,,,
Plain Rice,chicken, ,Curry,N.veg Biryani,,,,
Plain Rice,chicken,coke,,,,,,
Plain Rice, ,Special Fried Rice,Curry,Lamb,,,,
Plain Rice,chicken,Curry,prawn,Lamb,,,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb
chicken,egg curry, ,coke,N.veg Biryani,Lamb,,,
Plain Rice,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,,,
Plain Rice,chicken,egg curry,Special Fried Rice,Curry,N.veg Biryani,,,
chicken,Special Fried Rice,N.veg Biryani,Lamb,,,,,
chicken,egg curry, ,coke,Special Fried Rice,N.veg Biryani,Lamb,,
chicken, ,Special Fried Rice,Curry,N.veg Biryani,Lamb,,,
 ,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,,
 ,N.veg Biryani,,,,,,,
Plain Rice,egg curry, ,Special Fried Rice,Curry,prawn,Lamb,,
Plain Rice,chicken,egg curry,N.veg Biryani,prawn,,,,
coke,N.veg Biryani,prawn,Lamb,,,,,
Plain Rice,chicken, ,Special Fried Rice,N.veg Biryani,Lamb,,,
Plain Rice, ,coke,Special Fried Rice,N.veg Biryani,prawn,Lamb,,
egg curry,Special Fried Rice,,,,,,,
chicken,Special Fried Rice,prawn,,,,,,
Special Fried Rice,Curry,N.veg Biryani,Lamb,,,,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,prawn,Lamb,,
Plain Rice,Curry,Lamb,,,,,,
Plain Rice,Curry,,,,,,,
chicken,N.veg Biryani,prawn,Lamb,,,,,
chicken, ,Special Fried Rice,N.veg Biryani,Lamb,,,,
Plain Rice,egg curry, ,coke,Curry,,,,
Plain Rice,chicken,egg curry,Special Fried Rice,prawn,,,,
Plain Rice,chicken,egg curry,coke,N.veg Biryani,prawn,,,
Plain Rice,coke,Special Fried Rice,Curry,prawn,,,,
chicken, ,,,,,,,
Special Fried Rice,N.veg Biryani,prawn,,,,,,
chicken,egg curry,Special Fried Rice,Curry,N.veg Biryani,prawn,,,
Plain Rice,coke,prawn,,,,,,
egg curry,Curry,,,,,,,
Plain Rice,chicken,egg curry, ,Special Fried Rice,prawn,,,
Plain Rice,egg curry,N.veg Biryani,,,,,,
Plain Rice,egg curry, ,coke,Special Fried Rice,Curry,,,
 ,N.veg Biryani,prawn,Lamb,,,,,
chicken, ,Special Fried Rice,Curry,prawn,Lamb,,,
chicken,egg curry, ,Special Fried Rice,Curry,N.veg Biryani,,,
Plain Rice,chicken, ,coke,Curry,N.veg Biryani,prawn,,
chicken,Special Fried Rice,Curry,prawn,,,,,
Plain Rice, ,coke,Special Fried Rice,Curry,N.veg Biryani,prawn,Lamb,
egg curry, ,coke,N.veg Biryani,prawn,,,,
Plain Rice,chicken,egg curry,Curry,N.veg Biryani,prawn,Lamb,,
Plain Rice,chicken, ,coke,Curry,Lamb,,,
Plain Rice,chicken,egg curry,coke,Special Fried Rice,Curry,N.veg Biryani,,
egg curry, ,prawn,,,,,,
chicken,egg curry,Curry,N.veg Biryani,,,,,
egg curry,Special Fried Rice,Curry,,,,,,
chicken, ,coke,,,,,,
Plain Rice,chicken,coke,Special Fried Rice,prawn,Lamb,,,
 ,coke,Curry,prawn,Lamb,,,,
chicken,egg curry, ,coke,Curry,N.veg Biryani,prawn,,
Special Fried Rice,Curry,N.veg Biryani,Lamb,,,,,
